"id","track_id","total_tracks","external_urls","album_type","available_markets","artist_id","images","release_date","name","release_date_precision"
"6KNHG0rCx2I36hF4xyQr6R","19tK9XI95dCJXOYY65dec2","15.0","{'spotify': 'https://open.spotify.com/album/6KNHG0rCx2I36hF4xyQr6R'}","album","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","69kcnEE47Kd8pe8thqWik9","[{'height': 640, 'url': 'https://i.scdn.co/image/b9a9c3713f2eeb8c77d6da187dae007fd7559327', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/208d4808167d26f7cd8fae9d0ccd8cbc5b18c4b1', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/f0e629f5554d4774c33f8b394188f01c86175d34', 'width': 64}]","2019-02-01","Kinder vom Land","day"
"4URNA5P9NGMJfEPsYfenjb","0NP9EKhwDiO2AfozTOzriD","14.0","{'spotify': 'https://open.spotify.com/album/4URNA5P9NGMJfEPsYfenjb'}","compilation","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","0LyfQWJT6nXafLPZqxe9Of","[{'height': 582, 'url': 'https://i.scdn.co/image/d549de45802ecf5a3fd376455f241afedae3ac9f', 'width': 640}, {'height': 273, 'url': 'https://i.scdn.co/image/ca27becc064d59aabde84f782d12f3b93e439ade', 'width': 300}, {'height': 58, 'url': 'https://i.scdn.co/image/a7505c18347d1f8dd915acf21d71cc400368bf87', 'width': 64}]","2010-02-23","Yoga Revolution","day"
"2ccNieek7n45JFBQjyVPMu","6L2TOTO0JjlVuKBnIuWcVY","1.0","{'spotify': 'https://open.spotify.com/album/2ccNieek7n45JFBQjyVPMu'}","single","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","3zDRCqOhJXJfS2YWOEwGMC","[{'height': 640, 'url': 'https://i.scdn.co/image/19ec00fea3a6e6b032268739b027cd5f1d333ab5', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/d4e95ab627de48864ba4c04184ac432cacd86c17', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/eded62849755cd99d8f4e2adea401754d5aed3dd', 'width': 64}]","2018-04-13","Bad","day"
"4TcZpyEt3wrOtMdK0gknMz","2InJDvDcA4RXEeA9njdibl","19.0","{'spotify': 'https://open.spotify.com/album/4TcZpyEt3wrOtMdK0gknMz'}","album","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","1elUiq4X7pxej6FRlrEzjM","[{'height': 640, 'url': 'https://i.scdn.co/image/2e946a47cc1a2dcc232b0893272bf29066aef040', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/b983adb27a9080730c536c6c37d0f4f8cf9fcb9a', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/22d969b6ec8598f0bd846b7c1eb994ad6e4ba6de', 'width': 64}]","2016-02-19","Como. Sempre Feito. Nunca (Ao Vivo)","day"
"22DG3nc75VmXwsRRuazJcQ","48YfnWuAbgGk1ZrBMSmsBy","20.0","{'spotify': 'https://open.spotify.com/album/22DG3nc75VmXwsRRuazJcQ'}","album","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","06yvjjrPokJGC66DzFfCkF","[{'height': 640, 'url': 'https://i.scdn.co/image/87e41a3d5fb2eaa3f152fc652455da4ed25a05d9', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/9122dcc6ed0cce515837a5a3f02762971b422147', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/270419f5bc3ec077afb83eb4616a8ecc8edf3137', 'width': 64}]","1993-07-15","bloweyelashwish","day"
"5XBAkelvVUZSPGJW8JWMZz","3d0i9kqoBgHB0CYEC6MWJa","1.0","{'spotify': 'https://open.spotify.com/album/5XBAkelvVUZSPGJW8JWMZz'}","single","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'UY', 'VN', 'ZA']","49qiE8dj4JuNdpYGRPdKbF","[{'height': 640, 'url': 'https://i.scdn.co/image/f9109a7b2e9e7055ac3943f9f50582603f848e8c', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/cd0c543ed02b66989572a6d269a04affc4832229', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/e3dda8ba10236448a4e75c1fa7bf1c8490c60631', 'width': 64}]","2017-04-27","Fabuless","day"
"7ekNpDfSMAHOL2ftrjKq74","2NMRuQNPIEYMfYXQbN8SkD","1.0","{'spotify': 'https://open.spotify.com/album/7ekNpDfSMAHOL2ftrjKq74'}","single","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","3cKD8x85OnB9pu8T8k5GYe","[{'height': 640, 'url': 'https://i.scdn.co/image/6c16c861b763c492a192bc4d8764b2601c5ecbcb', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/c6bf76a612160b13d3e8b3eff8bffed504de7e39', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/2c06928d7836500b59b162db849404b4f8f541f3', 'width': 64}]","2019-02-22","Geladinho","day"
"4GFI4j3mZdzZTBm8KIoNhR","7iSMfvOjTqUz8RYBS5rt5l","1.0","{'spotify': 'https://open.spotify.com/album/4GFI4j3mZdzZTBm8KIoNhR'}","single","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","22w0Xg5kpu5simeHw3afNG","[{'height': 640, 'url': 'https://i.scdn.co/image/063ae6f106470d1542ff8f2d89b0efe357395926', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/45f31c3842c9121ea91e575f02cd7113fda2c8a1', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/44ca0b1934bf7e44fc9a039135a1d1680ad7182b', 'width': 64}]","2019-01-25","Tokyo","day"
"434k17nk3DeOL0uUpyYZU8","7bOy53RBWi5dvaXTlUvYHF","7.0","{'spotify': 'https://open.spotify.com/album/434k17nk3DeOL0uUpyYZU8'}","album","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'UY', 'VN', 'ZA']","2AL02x65Azh5v7Drur4KNp","[{'height': 637, 'url': 'https://i.scdn.co/image/5bcc5111ad2bd297511942f8b2c307fa1de8e280', 'width': 640}, {'height': 299, 'url': 'https://i.scdn.co/image/f30b7ce9660ab6738828424be4de7d64e88a65d4', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/43de1cfd901c27d67629836117e7994da590051c', 'width': 64}]","1994-01-01","Prokofiev : Violin Concerto No.1 - Shostakovich : Violin Concerto No.1","day"
"4cJyCdYZKnIhxQCSymU2ES","483XiZ5o13Cc1zoWV7jGml","1.0","{'spotify': 'https://open.spotify.com/album/4cJyCdYZKnIhxQCSymU2ES'}","single","['AD', 'AE', 'AR', 'AT', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LT', 'LV', 'MA', 'MC', 'MT', 'MY', 'NI', 'NO', 'OM', 'PA', 'PE', 'PH', 'PL', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","5nki7yRhxgM509M5ADlN1p","[{'height': 640, 'url': 'https://i.scdn.co/image/9c8cd5bb09ed0f9be3a477a65d53d6d94fd76ee8', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/d9e3215ff7222da7729fcfd20532acf1ad43a926', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/593dedfbdee9b323e826d7077f815e46985c9575', 'width': 64}]","2014-06-03","Gecko (Overdrive)","day"
"4PcCuLtQzQrinbykBCl6AA","6rZEzaFw3BVvZy7PDRZQxm","14.0","{'spotify': 'https://open.spotify.com/album/4PcCuLtQzQrinbykBCl6AA'}","album","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","6fV5ZuXo1IZqGn9n1hexab","[{'height': 640, 'url': 'https://i.scdn.co/image/22fd15bb54d07a6c62e838d75b430d687362afe1', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/51a36c7ca1e83e3e790a18b020578b9f1d4731de', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/b9c8618471a556fdc9a39b80bac38458894b64bc', 'width': 64}]","2011-11-08","King of Nations","day"
"54YcSxxN3pAX3HZtNclEsU","76ibxRco0AGhgavIY4zSRh","15.0","{'spotify': 'https://open.spotify.com/album/54YcSxxN3pAX3HZtNclEsU'}","album","['AR', 'BO', 'CL', 'CR', 'DO', 'GT', 'HN', 'MX', 'NI', 'PA', 'PY', 'SV', 'UY']","0G7A5LzQAs2egiQl7hO5tV","[{'height': 640, 'url': 'https://i.scdn.co/image/d573f934665c492cb2d2369c0c8495fc277a61e2', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/d69ca968e8adf72021a28257ad919d5355ada20e', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/1c98525ce8c7d91f6880b8272a2b658688430dc8', 'width': 64}]","1981","Wadu Wadu","year"
"36LXzRarDP8TU8K0REGpt6","4YmSnlzkU5sF4X7aAiXAuY","11.0","{'spotify': 'https://open.spotify.com/album/36LXzRarDP8TU8K0REGpt6'}","album","['AE', 'AR', 'AU', 'BH', 'BO', 'BR', 'CA', 'CL', 'CO', 'CR', 'DO', 'EC', 'EG', 'GT', 'HK', 'HN', 'ID', 'IN', 'JO', 'JP', 'KW', 'LB', 'MX', 'MY', 'NI', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PS', 'PY', 'QA', 'SA', 'SG', 'SV', 'TH', 'TW', 'US', 'UY', 'VN', 'ZA']","4FZ3j1oH43e7cukCALsCwf","[{'height': 640, 'url': 'https://i.scdn.co/image/adec92b041cfc991def55c3caf81442e2939c934', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/f6cf309be74cacb47d2163d2b01dfc2a1475b0ef', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/e17bcc3059746a63a6437644c77978a721f0282a', 'width': 64}]","2014-06-06","Lazaretto","day"
"6npwwHTOkAwTXSd54CKp3u","2INsiycUgobLSy4ksO4MzK","10.0","{'spotify': 'https://open.spotify.com/album/6npwwHTOkAwTXSd54CKp3u'}","album","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","7k5NMuaLXe6SFdklcTWvXl","[{'height': 640, 'url': 'https://i.scdn.co/image/5762789253614432ac41fb68d2ff8e4d96b11172', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/1fe53322ff168438fc4eae2033986e0b253104ce', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/59fa5ed4496260c2ea86ad57001e5aa171fb0d99', 'width': 64}]","2008-11-10","6IX Toys","day"
"0SRWugfnuPt6wiJM1Gq2He","19HbHPbaMRIObMvDvzbh2p","2.0","{'spotify': 'https://open.spotify.com/album/0SRWugfnuPt6wiJM1Gq2He'}","single","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","37ULlrn82hkuT8wp7rwyAX","[{'height': 640, 'url': 'https://i.scdn.co/image/a082f6def79d728cfb2bece382a3e4729faf36f6', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/66e38500fe904f331804bd7f2b39c63fe0f90816', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/be27e2dde60aa405bfdd8e1b4f6c1d3b4c6169e7', 'width': 64}]","2019-02-15","Dimensions","day"
"3TG0EIcV4lRzXY6NQEZD1O","6JaB5ZfNtrWZrGFJNmH2pq","3.0","{'spotify': 'https://open.spotify.com/album/3TG0EIcV4lRzXY6NQEZD1O'}","single","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","1yBSX25jjXRF6KqAKGygy2","[{'height': 640, 'url': 'https://i.scdn.co/image/206c26b778cdc3557f33443bf6dd6b926236cebc', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/bfbad3d459625f4263382298f06429e93ebd88ac', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/3e0100ebeccd3f456efaf7c6475eec28d1f7eed8', 'width': 64}]","2018-12-07","Resistencia","day"
"2l8I8czsY9vkIk1XiEKqYD","2avr7FGeF1nE5dCPuZNxxd","45.0","{'spotify': 'https://open.spotify.com/album/2l8I8czsY9vkIk1XiEKqYD'}","compilation","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","0LyfQWJT6nXafLPZqxe9Of","[{'height': 640, 'url': 'https://i.scdn.co/image/f7eb7c0a72ad76d6279b8da33d0a751c2c13c6c0', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/6800f220014a94307773967f64908aa8c74eb383', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/0790ef40eabbd4eaf6adefbae81d746d5bdeeb18', 'width': 64}]","2017-07-07","90's Pop Tour (En Vivo) [Deluxe Edition]","day"
"5EcuvCra621YgIabHqEpyp","2g37ZBeL0NsNWNB4RV7cBh","15.0","{'spotify': 'https://open.spotify.com/album/5EcuvCra621YgIabHqEpyp'}","album","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","4vgc23qLWXuDFK10Ogo3uq","[{'height': 640, 'url': 'https://i.scdn.co/image/db8b0b2778495b31fc34743196083d1aef92d4c1', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/52a77e65b99af1889b6988a89c55ce7725b99b9b', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/fea0308ad42e21c956aba18505114c1404e4ece3', 'width': 64}]","2004-11-10","The Dawning","day"
"4jMgR0E0gm0btdfMkFYheo","5E3jHSopOlnv4UZ5P7EkEb","3.0","{'spotify': 'https://open.spotify.com/album/4jMgR0E0gm0btdfMkFYheo'}","single","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","7iWynR4oOvJpSKOAR3zazP","[{'height': 640, 'url': 'https://i.scdn.co/image/71fd9e6b7d246d1ca70e69428fadb02409d883c7', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/bface6478bccc0460aaf21c8dc98f61de7705d9f', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/9714bb16caa30b4430f8378fd8de3448ecc2c613', 'width': 64}]","2018-11-15","Want More 19 Part.2","day"
"2cYNkow3gC3UXjHIexFey4","1LmYgZaEc7LQdVD5LBGJdG","15.0","{'spotify': 'https://open.spotify.com/album/2cYNkow3gC3UXjHIexFey4'}","album","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","0j0eDOSdzbQlUElJdDY5Qb","[{'height': 640, 'url': 'https://i.scdn.co/image/114c0ac3d607a25044b1e1b17d6c4ce491281ca6', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/df05d2fcadcbecd9a5238b9fe28ffa9e28f771a1', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/e83174e243700a266a215fdcabcb7c9a4dbcbe57', 'width': 64}]","2011-09-28","Declaring His Power","day"
